customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total
2826-DXLQO,False,male,1,yes,no,7,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),29.8,220.45
2826-UWHIS,False,male,0,yes,no,45,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),81.4,3775.85
2828-SLQPF,False,male,0,no,no,19,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),45.0,865.85
2829-HYVZP,False,male,0,no,no,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.8,572.2
2830-LEWOA,False,male,0,yes,yes,61,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,no,credit card (automatic),103.9,6449.15
2831-EBWRN,False,male,0,no,no,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.9,199.75
2832-KJCRD,False,female,0,no,no,38,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,103.65,3988.5
2832-SCUCO,False,female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.9,57.4
2833-SLKDQ,True,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.05,45.05
2834-JKOOW,False,female,0,no,no,15,no,no phone service,dsl,yes,yes,yes,yes,no,no,one year,no,mailed check,45.9,693.45
2834-JRTUA,True,male,0,no,no,71,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic check,108.05,7532.15
2834-SPCJV,True,male,0,yes,no,52,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,no,electronic check,84.1,4348.65
2839-RFSQE,True,female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.65,38.7
2840-XANRC,True,male,1,yes,no,24,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,93.15,2231.05
2842-BCQGE,False,male,0,no,no,43,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),75.35,3161.4
2842-JTCCU,True,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),46.05,80.35
2843-CQMEG,False,male,0,no,no,24,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,49.7,1218.25
2845-AFFTX,True,male,1,yes,no,41,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.8,4259.3
2845-HSJCY,True,female,0,yes,yes,14,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,87.25,1258.6
2845-KDHVX,False,female,0,yes,no,64,yes,no,dsl,no,yes,yes,yes,no,yes,two year,yes,mailed check,68.3,4378.8
2848-YXSMW,False,male,0,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.4,1363.25
2851-MMUTZ,False,female,0,no,no,27,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,mailed check,56.15,1439.35
2851-STERV,False,male,1,no,no,35,yes,no,dsl,no,no,yes,yes,yes,yes,one year,yes,electronic check,73.0,2471.25
2853-CWQFQ,False,male,0,no,yes,1,yes,no,dsl,no,no,no,yes,no,yes,month-to-month,yes,mailed check,59.55,59.55
2855-QOWGP,,male,0,no,yes,34,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,yes,electronic check,103.8,3470.8
2856-HYAPG,True,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,68.65,68.65
2856-NNASM,True,male,1,no,no,43,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,mailed check,89.55,3856.75
2858-EIMXH,False,female,1,yes,no,53,yes,yes,fiber optic,no,no,no,no,yes,yes,one year,yes,credit card (automatic),95.85,5016.25
2858-MOFSQ,True,female,0,no,yes,17,yes,yes,dsl,no,no,yes,no,no,no,one year,yes,mailed check,55.85,937.5
2860-RANUS,True,female,1,no,no,20,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),85.8,1727.5
2862-JVEOY,False,male,0,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.15,124.4
2862-PFNIK,False,male,0,no,yes,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.7,24.7
2863-IMQDR,False,female,0,no,no,61,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,electronic check,89.65,5308.7
2865-TCHJW,True,female,1,no,no,4,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,89.2,346.2
2866-IKBTM,False,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.55,19.55
2867-UIMSS,True,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.5,80.5
2868-LLSKM,False,female,0,yes,yes,68,yes,yes,fiber optic,no,yes,no,yes,no,no,one year,yes,bank transfer (automatic),83.65,5733.4
2868-MZAGQ,True,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.25,79.25
2868-SNELZ,True,female,0,no,no,2,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,no,mailed check,80.6,155.8
2869-ADAWR,True,female,0,no,no,45,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),89.3,4016.85
2873-ZLIWT,True,female,0,yes,yes,40,yes,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,electronic check,84.85,3303.05
2874-YXVVA,False,female,0,no,no,34,yes,no,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,105.1,3634.8
2876-GZYZC,False,female,0,no,no,13,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.95,1215.65
2876-VBBBL,True,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.25,20.25
2877-VDUER,False,female,0,yes,yes,35,no,no phone service,dsl,no,no,no,yes,yes,no,one year,no,mailed check,40.9,1383.6
2878-DHMIN,False,male,0,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,19.9,666
2878-RMWXY,False,male,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,no,no,yes,two year,yes,credit card (automatic),102.65,7550.3
2880-FPNAE,False,male,1,yes,no,2,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,74.2,140.1
2882-DDZPG,False,female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.45,227.45
2882-WDTBA,False,male,0,yes,yes,69,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),75.75,5388.15
2883-ILGWO,False,male,1,no,no,57,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),104.9,5913.95
2884-GBPFB,True,female,0,yes,no,35,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.3,2416.55
2885-HIJDH,False,male,0,yes,yes,69,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),86.9,6194.1
2886-KEFUM,True,female,0,yes,no,63,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,107.5,6873.75
2887-JPYLU,False,female,0,no,yes,41,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),45.2,1841.9
2888-ADFAO,False,female,0,yes,yes,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),21.3,1041.8
2889-FPWRM,True,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),117.8,8684.8
2890-WFBHU,False,female,0,no,no,59,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,no,credit card (automatic),79.85,4786.1
2892-GESUL,False,female,0,yes,yes,18,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.35,309.25
2894-QOJRX,True,female,0,yes,no,25,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),34.0,853
2896-TBNBE,False,male,0,yes,no,40,yes,no,fiber optic,no,yes,yes,no,no,no,one year,no,electronic check,80.8,3132.75
2897-DOVND,False,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.8,146.65
2898-LSJGD,True,female,0,yes,yes,21,no,no phone service,dsl,yes,no,yes,no,yes,yes,one year,yes,electronic check,55.95,1157.05
2898-MRKPI,False,male,0,yes,yes,68,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,credit card (automatic),101.05,6770.5
2900-PHPLN,False,female,1,yes,no,70,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.55,1462.05
2903-YYTBW,False,male,0,yes,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.55,44.55
2904-GGUAZ,False,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,no,no,no,no,two year,yes,bank transfer (automatic),84.05,6052.25
2905-KFQUV,False,female,0,yes,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),70.4,154.8
2907-ILJBN,False,female,0,yes,yes,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.6,233.9
2908-WGAXL,False,female,0,yes,yes,56,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.95,1468.9
2908-ZTPNF,False,female,0,no,no,36,no,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,yes,bank transfer (automatic),34.85,1267.2
2911-IJORQ,False,male,0,no,no,37,yes,yes,dsl,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),90.6,3358.65
2911-UREFD,True,female,0,yes,no,39,no,no phone service,dsl,yes,no,yes,no,yes,yes,month-to-month,no,electronic check,55.9,2184.35
2911-WDXMV,False,male,0,no,yes,18,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),80.55,1406.65
2916-BQZLN,False,male,0,no,no,19,yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,electronic check,84.75,1651.95
2919-HBCJO,True,female,0,no,no,4,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),76.65,333.6
2920-RNCEZ,False,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),69.95,69.95
2921-XWDJH,False,female,1,yes,no,38,yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,electronic check,83.45,3147.15
2923-ARZLG,False,male,0,yes,yes,0,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.7, 
2924-KHUVI,False,male,0,yes,no,56,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,yes,electronic check,100.55,5514.95
2925-MXLSX,False,female,0,no,no,30,yes,yes,dsl,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),68.95,2038.7
2925-VDZHY,False,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),88.7,6501.35
2926-JEJJC,False,female,0,no,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),20.2,140.95
2927-CVULT,False,female,0,yes,yes,53,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),104.05,5566.4
2927-QRRQV,False,male,0,yes,no,46,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,electronic check,94.65,4312.5
2928-HLDBA,False,female,0,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.7,112.75
2929-ERCFZ,True,female,0,yes,yes,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.2,777.3
2929-QNSRW,True,female,0,yes,no,56,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,electronic check,98.25,5508.35
2930-UOTMB,True,female,0,no,no,31,yes,yes,dsl,yes,no,yes,yes,no,no,month-to-month,no,credit card (automatic),65.25,1994.3
2931-FSOHN,False,male,1,no,no,13,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,yes,electronic check,59.9,788.35
2931-SVLTV,False,male,0,yes,yes,40,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),110.1,4469.1
2931-VUVJN,False,female,1,yes,no,59,yes,yes,fiber optic,yes,yes,yes,yes,no,no,one year,yes,electronic check,94.05,5483.9
2931-XIQBR,False,female,0,yes,yes,50,yes,no,fiber optic,no,no,yes,yes,yes,yes,one year,no,mailed check,103.05,5153.5
2933-FILNV,True,female,0,yes,yes,2,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,24.4,36.55
2933-XEUJM,False,female,0,no,no,46,yes,yes,dsl,yes,no,yes,no,yes,yes,two year,no,mailed check,79.2,3593.8
2937-FTHUR,False,female,0,no,yes,18,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,no,electronic check,64.8,1166.7
2946-KIQSP,False,female,0,no,no,35,no,no phone service,dsl,no,no,yes,yes,no,no,month-to-month,yes,mailed check,33.45,1175.85
2947-DOMLJ,True,male,0,no,yes,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,50.6,50.6
2951-QOQTK,True,male,0,no,yes,4,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,no,credit card (automatic),80.8,332.45
2952-QAYZF,True,male,0,no,no,5,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,85.3,424.15
2954-PIBKO,False,female,0,yes,yes,69,yes,yes,dsl,yes,no,yes,yes,no,no,two year,yes,credit card (automatic),64.15,4254.1
2955-BJZHG,True,male,0,yes,yes,17,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,80.85,1400.85
2955-PSXOE,True,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),20.2,20.2
2956-GGUCQ,True,male,1,yes,no,24,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,78.85,1772.25
2956-MHLSX,,male,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,50.8,50.8
2957-JIRMN,False,female,1,no,no,62,yes,yes,fiber optic,no,no,no,no,yes,no,one year,no,electronic check,84.45,4959.15
2957-LOLHO,True,male,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),45.4,518.9
2958-NHPPS,False,male,0,no,no,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.85,473.9
2959-EEXWB,False,female,0,yes,yes,45,no,no phone service,dsl,yes,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),50.9,2333.85
2959-FENLU,False,female,0,no,no,9,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),85.3,781.4
2959-MJHIC,True,male,0,yes,no,4,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.35,307.4
2960-NKRSO,False,male,0,no,no,24,yes,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,yes,electronic check,85.95,2107.15
2961-VNFKL,False,female,0,yes,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.95,1801.9
2962-XPMCQ,True,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.15,98.5
2967-MXRAV,False,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,18.8,18.8
2968-SSGAA,True,female,0,no,no,10,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.6,1060.2
2969-QWUBZ,False,female,0,no,no,2,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,no,electronic check,51.4,96.8
2969-VAPYH,False,female,0,no,no,67,yes,no,dsl,yes,yes,no,yes,no,no,one year,no,credit card (automatic),60.5,3870
2969-WGHQO,False,female,0,yes,yes,7,yes,no,dsl,yes,yes,yes,no,yes,no,one year,no,electronic check,69.45,477.05
2971-SGAFL,False,female,0,no,no,13,yes,yes,dsl,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,78.75,995.35
2972-YDYUW,False,female,0,no,no,57,yes,yes,fiber optic,no,yes,no,yes,no,yes,one year,no,electronic check,94.7,5468.95
2974-GGUXS,False,female,1,yes,no,36,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),91.95,3301.05
2977-CEBSX,False,female,0,no,no,66,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),90.05,5965.95
2978-XXSOG,False,female,0,no,no,22,yes,yes,dsl,yes,no,no,yes,no,no,month-to-month,yes,mailed check,59.05,1253.5
2979-SXESE,True,female,0,yes,yes,17,yes,yes,fiber optic,yes,no,yes,no,yes,no,month-to-month,no,electronic check,94.4,1607.2
2982-IHMFT,True,female,1,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,74.45,74.45
2982-VPSGI,True,female,0,yes,no,11,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.0,1078.9
2983-ZANRP,True,female,0,yes,yes,2,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),73.55,145.4
2984-AFWNC,False,female,0,no,no,3,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,electronic check,95.4,293.15
2984-MIIZL,True,male,0,no,no,4,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),74.8,321.9
